i	xhat	x_rek	x_srk	x_gerk_ad	x_gerk_bd
245	0	0.881396525966436	0.414205990714514	1.15438306371605	0
246	0	0.545967543292467	1.00910229797911	1.02282372966874	0
247	0	1.4491302639652	1.41328376921962	1.07158775831499	0
248	0	1.21299315127631	1.6863588516314	1.64827746633751	0
249	0	1.08689725728904	0	0.116504223082222	0
250	0	1.26041278512558	0.597306284837199	0.659393700063863	0
251	1.63307177773922	0.680540415552448	0	0	1.63282178685908
252	0	0.93705360919867	0	0	0
253	0	0.681576371352705	0.382972743282014	0.591883785935313	0
254	0	1.37136131315099	0.19570315229587	0	0
255	0	0.754536662876752	0.208636449488413	0.822050734323073	0
256	0	0.620286705626214	0.0246598881471254	0.290732159581482	0
257	0	0.258978044488213	0	0	0
258	0	1.02746754818531	0.583186509329002	0.43381597348935	0
259	0	0.666372088079147	1.2133062532424	0.599647706434542	0
260	0	0.330278780502743	0	0	0
261	0	0.463527343179773	0	0	0
262	0	0.992175261856831	0.808672148363369	0.199650669027895	0
263	0	0.903258861588071	0	0	0
264	0	0.931686360509066	0.227608436320125	0.66055025130675	0
265	0	0.147842416925496	0	0	0
266	0	0.446695541629654	0.402003995703593	0	0
267	0	0.173279709837709	0	0	0
268	0	0.648227754354169	0.435918642024061	0.12493843468784	0
269	0	1.47128648257204	1.05109145819102	1.06991279691251	0
270	0	0.728282944360885	0.445290827265042	0.280312981610702	0
271	0	0.478651193504944	0	0	0
272	0	0.738054338116658	0	0	0
273	0	0.29867198868311	0	0	0
274	0	0.478740817889685	0	0	0
275	0	1.23560742811579	0	0	0
276	0	0.518150923634443	0.201732041055504	0.59953400179338	0
277	0	0.399298739631127	0.864341940020079	0.563018786197846	0
278	0	0.604618892632513	0	0	0
279	0	0.800770847299583	1.53338383584739	0.374937657851785	0
280	0	0.690274933490896	0	0	0
281	0	0.977416051356641	0.728759665187617	0.494406902241206	0
282	0	0.758620974037067	0.338689437422731	0.214393915970717	0.000125959420978816
283	0	0.732359248016757	0	0	0
284	0	0.860270839223067	0.539035150456801	0.730441095388144	0.00060447566787758
285	0	0.293190681550751	0.061817027471168	0.110966837394621	0
286	0	1.28268826860238	0.716002878408728	0.756480142074397	0
287	0.79253250136705	0.862200825666233	0.970494264505527	0.71930007085821	0.794114821265277
288	0	0.130506664861222	0	0	0
289	0	0.690027177276001	0.659687858660126	0.356056164940654	0
290	0	0.916910250500579	0	0	0
291	0	0.475535502870645	0	0	0
292	0	0.875035604699739	0.172890927647026	0.670126050180679	0
293	0	1.42718985261377	0.82587217527024	1.33482188748976	0
294	0	0.604723218657999	1.0047297565569	1.10001318341308	0
295	0	0.665254439534428	0.31554339490091	0.169119634013517	0
296	0	0.361991900748053	0	0	0
297	0	0.718885082059351	0	0	0
298	0	0.309466193790829	0	0	0
299	0	0.990536382404442	0.351233999522851	0.411362224438621	0
300	0	0.133128579109915	0	0.104098039492888	0
301	0	0.912739593574485	0.480454928525688	0.308345247100284	0
302	0	1.13404278858631	0.655448290700274	0.369552964467985	0
303	0	0.467036252382529	0	0	0
304	0	0.722300326410825	0.653372538917464	0.264847329814165	0
305	0.797103128518414	1.49116020017074	1.46461369032161	1.50191116961851	0.797457592673917
306	0	0.652678044548929	0.769813292422761	0.065917978481604	0
307	0	0.67836601760651	0	0	0
308	0	0.288258930225182	0	0.274426255963284	0
309	0	0.692431833426242	0	0.257494764025463	0
310	0	0.840550093147818	0	0	0
311	0	0.475296772723362	0	0	0
312	0	1.44078028694306	0.993825825455639	1.00462102547714	0
313	0	0.496374896101052	0.129380411620625	0	0
314	0	0.773160770039413	0	0.285464233683605	0
315	0	0.469469346093172	0.65475803685842	1.05980735227739	0
316	0	1.85309338616536	1.34107021278884	1.77511592464639	0
317	0	0.536655026059171	0.756400933826997	0.137188963636998	0
318	0	0.855179386652001	0	0.301504145838495	0
319	0	1.37399139764701	0.998028253051801	0	0
320	0	1.69981768986736	2.58159369314284	1.93252245379843	0
321	0	0.68360380034183	0.183686722923683	0.238447859882143	0
322	0	0.761155291272928	0	0.493447226247101	0
323	0.807509176738286	1.66726106315774	1.39860313465839	1.10511192066534	0.80830729378312
324	0	0.715904582537644	0	0	0
325	0	1.58297055430867	0.580731555424761	0.954251449532133	0
326	0	0.6011621138003	1.01416664383251	0.636262480546639	0
327	0	0.782436254078914	1.3237917394853	0.822519291208781	0
328	0	1.78649337487564	1.15618685698048	1.69181569833145	0
329	0	0.695157040769044	0.584201141717124	0	0
330	0	0.782856428704479	0.059970966227981	0.431182733994211	0
331	0	0.424189581357373	1.19178417951231	0.834712999199541	0
332	0	0.70502635771944	0	0.195124053905612	0
333	0	0.895624995547944	0	0	0
334	0	0.59708111503726	0	0	0
335	0	0.185661542376892	0	0	0
336	0	1.2800582281773	0.820749117783068	0.914662123116845	0
337	0	1.68303542567583	1.54322665428764	0.787084219167664	0
338	0	0.452695217312204	0.905952271575343	0.142023121363136	0
339	0	2.20642195160704	2.17077849344977	2.14559048830598	0
340	0	0.901441665022693	0.308568966878074	0	0
341	0	1.38022626244862	0.864261267746484	0.59858827042345	0
342	0	0.283958177176825	0	0	0
343	0	1.06227750094164	0.396980956666587	0.383430727236227	0
344	0	0.0335660050820153	0	0	0
345	0	0.730381815289802	0	0	0.000368878543415718
346	0	0.718429574746644	0.781620793758322	0.741407979451042	0
347	0	0.130181933254403	0	0.116240321715749	0
348	0	0.994856221645098	0.618507563316543	0.487023113982646	0
349	0	0.17596310920283	0	0	0
350	0	0.93548250555944	0	0	0
351	0	0.874994346489503	1.45409983763005	1.34539967513785	0
352	0	1.07984695688131	0.525377645320265	1.06012299778743	0
353	0	0.244719904727052	0	0.0155149284734151	0
354	0	0.802293408336703	0	0.112836492161819	0
355	0	0.722691157238538	0	0	0
356	1.36431817015606	0.230521061129362	0	0.257474983194681	1.364288081341
357	0	0.45756272838024	0	0.18922021472555	0
358	0	0.473076114671705	0.470938419474061	1.15079310042366	0
359	0	1.64498610875531	1.21105261752731	0.764619922816047	0
360	0	0.514742448185699	0	0	0
361	0	1.14687249608808	0.684434423381058	0.894047846396926	0
362	0	0.393576746727104	0	0	0
363	0	0.115877176076133	1.7105490291688	0.775614363366374	0
364	0	0.760623819537033	0.199692057508797	0.282690678671397	0
365	0	0.64327840510196	0.774409078090756	0.0363621223899191	0
366	0	0.183904005770097	0.53899601426234	0	0
367	0	0.669206667506131	0.127159691988558	0.586218983886104	0
368	0	0.594540943555416	0	0.0950855087185847	0
369	0	0.346362060427849	0	0	0
370	0	0.657151306296121	0.5133491062884	0.771175700498777	0
371	0	0.65268306338803	0.974428328505264	0.175507282170585	0
372	0	0.591347669244977	0	0.268432302514501	0
373	0	1.00858593122754	1.50933544746388	0.789195554738725	0
374	0	1.1259396009937	0.647172924231581	0	0
375	0	0.566704469966922	0	0	0
376	0	0.169123385500513	0	0	0
377	0	1.05735607712828	1.12386750065527	0.47131865790652	0
378	0	0.547177639998661	0	0	0
379	0	0.560245501819775	0.176510291563966	0.368619288230539	0
380	0	0.451107041740013	0	0	0
381	0	1.62745784828711	0.687537704385011	1.03900104950761	0
382	0	1.62876288977879	1.2204380800309	1.18888784254732	0.000558561577113537
383	0	0.842311317328562	0.73146967555717	0.49235543963024	0
384	0	2.09569083901504	2.44074222750475	2.13390862710596	0
385	0	0.492519836458415	0.1226321488283	0.373432661528156	0
386	0	1.88146695862163	2.04718113846945	1.3141792432538	0
387	0	1.04599755224826	0.58111530881529	0.371355612676682	0
388	0	0.353580055622298	0	0.123090065962275	0
389	0	1.08065762752387	0.418362174024525	0.634894951225974	0
390	0	1.02773688143033	0.608052006802453	0.792629616433215	0
391	0	0.670126381212511	0	0	0
392	0	0.353905945208701	0.04832609651735	0.280470355712575	0
393	0	0.684072205000459	0.345273247679852	0.961589555675125	0
394	0	0.90995522479749	0	0	0
395	0	0.298129272221005	0	0	0
396	0	0.340459368363809	0	0.182695394101268	0
397	0	1.58147091701489	0.59003621748699	0.00345699434276092	0
398	0	0.623101474445217	0.199596322000001	0	0
399	0.225849095942608	0.267293397710111	0	0	0.225989885910227
400	0	1.12265350421208	0	0	0
401	0	0.967907843488999	0.556042502562356	0.41251751470484	0
402	0	0.857692008604919	0	0	0
403	0	1.14199992334866	0.321828356097662	0.474084754063759	0
404	0	1.25478179253609	0	0	0
405	0	0.74784898019415	0.751691816461376	0.929173609634972	0
406	0	0.523050945747971	0.206440228198659	0.400481962326147	0
407	0	0.695735816444036	1.58191810793717	1.10717637166048	0
408	0	0.768950267030282	0	0.523957644343325	0
409	0	1.26181161176899	0.593913360114779	0.585000565046341	0
410	0	1.29582772465753	1.37418019348129	2.10201224494115	0
411	0	0.817493611877882	1.24368556278893	0.511718219239349	0
412	0	0.491701738882142	0	0	0
413	0	0.771349081204346	1.37725132502245	0.948061769800065	0
414	0	0.833982693814256	1.35393852004453	0.524150553878567	0
415	0	1.23042097028276	1.7749501150736	1.49011032094175	0
416	0	0.97731667541278	0	0.661007371535508	0
417	0	1.35980082965471	0	0	0
418	0	0.308823085685365	0	0	0
419	0	0.362253365054305	0	0.104731925056223	0.000141784176337367
420	0	0.693646677461133	1.02418030979517	0.328738183094025	0.000261044230729368
421	0	1.19716168449828	0	0	0
422	0	1.27728503754966	0.793607665914026	0.623882627261816	0
423	3.60202760380122	2.06355211590422	3.10031615996517	2.59271965719766	3.60088915991343
424	0	1.1336457340661	0.549715884286	0.575910068937084	0
425	0	0.476436804127975	0	0	0
426	1.11250367387963	0.0369425154192105	0.997122479309375	0.557751106510944	1.11220900762064
427	0	0.69276792109985	0.272602877207079	0.116796593714509	0
428	0	0.718354137061985	0.188278355387254	0.628277483340412	0
429	0	0.531607812486987	0	0	0
430	0	1.12050261415052	0.166881288249023	0	0
431	0	0.626582779262936	0	0.573095551839602	0
432	0	1.4908524089551	0.468847156099477	0.488720485985345	0
433	0	0.621527299269169	0	0	0
434	0	0.338588559617586	0	0	0.000389243652263005
435	0	1.14362824125854	0.368247353049004	0.235377305036682	0
436	0	0.556036570750532	0.244892683078954	0.279811943192064	0
437	0	0.750335544031754	0	0	0
438	0	0.82192480557233	0	0	0
439	0	1.09003482890899	0.287681238765783	0.576773864502126	0
440	0	1.10985944319502	0.134395982451508	0.618365895957297	0
441	0	0.877058466194541	0.885691740104157	0	0
442	0	0.565582632482126	0	0	0
443	0	1.57244259314939	0.893151926911365	1.08488452576504	0
444	0	1.51458462091556	1.46102500899701	1.78935172670945	0.000976407291695125
445	0	0.341781839907669	0	0	0
446	0	0.351623310787738	0.183228091206324	0	0
447	0	0.536277830545529	0	0	0
448	0	0.431814698813947	0	0	0
